feature,coefficient,feature_type
poster,1.9146143863564042,word (tfidf)
posts,0.5682279126837846,word (tfidf)
pot,-1.2534337568396334,word (tfidf)
potential,-1.03022807221497,word (tfidf)
potter,-0.398993268093065,word (tfidf)
pound,1.476243049203848,word (tfidf)
pounds,0.32116148930270905,word (tfidf)
poverty,-0.7822033013939185,word (tfidf)
power,-0.3393432050476257,word (tfidf)
powerful,-0.9548147416655178,word (tfidf)
practice,0.7584554822703724,word (tfidf)
praise,0.525895435968162,word (tfidf)
prayers,-1.0063394720132588,word (tfidf)
pre,0.06958549696293406,word (tfidf)
pregnancy,-2.122024995242295,word (tfidf)
pregnant,-0.18098112129715838,word (tfidf)
premiere,-0.5532525498401951,word (tfidf)
prepare,0.21275346123710123,word (tfidf)
prepares,-0.18444487503211143,word (tfidf)
prescription,0.406432191674995,word (tfidf)
present,-0.020845213836542125,word (tfidf)
presents,1.1631255930347915,word (tfidf)
presidency,-0.22949549165054284,word (tfidf)
president,-0.24871529299694178,word (tfidf)
president obama,-1.1108598607411013,word (tfidf)
president trump,-0.37424473922264295,word (tfidf)
presidential,-0.8615637775405253,word (tfidf)
press,-1.0449057895434184,word (tfidf)
press conference,-0.15699998404213567,word (tfidf)
pressure,0.5254220039433144,word (tfidf)
pretty,3.246650993592729,word (tfidf)
pretty sure,0.9885626677560867,word (tfidf)
prevent,0.41699670004622613,word (tfidf)
previous,1.3211010455759544,word (tfidf)
previously,2.187948971747799,word (tfidf)
price,0.2541133178562934,word (tfidf)
pride,-1.76728857176437,word (tfidf)
priest,0.11718573001117338,word (tfidf)
primary,-1.0861855538601546,word (tfidf)
prime,-0.9758568649965094,word (tfidf)
prime minister,-0.42625701141383926,word (tfidf)
prince,-0.24318365816673823,word (tfidf)
prince harry,1.292663413209437,word (tfidf)
princess,-0.7189457704359241,word (tfidf)
prison,-0.4030091527045088,word (tfidf)
private,-0.7077996341749648,word (tfidf)
prize,-0.6774811178283409,word (tfidf)
pro,-0.564787419542527,word (tfidf)
probably,0.295573918207235,word (tfidf)
probe,0.10786023051149153,word (tfidf)
problem,-0.8344898321364856,word (tfidf)
problems,-0.8969862685445319,word (tfidf)
process,-1.0363613720453178,word (tfidf)
product,1.3026307382034372,word (tfidf)
production,1.4289332744492513,word (tfidf)
professor,1.104736301664835,word (tfidf)
profile,1.0301607231435574,word (tfidf)
profit,-0.021622299206476635,word (tfidf)
program,2.1295448097691354,word (tfidf)
programs,-0.8475127702161604,word (tfidf)
progress,0.24877510357133964,word (tfidf)
progressive,-0.18771613635703724,word (tfidf)
project,-0.3285548475073815,word (tfidf)
promise,0.5434227442555865,word (tfidf)
promises,1.2006197583823761,word (tfidf)
proof,-1.6215922467326278,word (tfidf)
proposal,-1.33203639569707,word (tfidf)
proposed,0.34278831836233814,word (tfidf)
protect,0.16869875902514886,word (tfidf)
protecting,-1.459031735343385,word (tfidf)
protest,-2.1667540758855686,word (tfidf)
protesters,-1.1825814561888297,word (tfidf)
protests,-2.235404459178149,word (tfidf)
proud,1.6575034525669345,word (tfidf)
prove,-1.4876061083512397,word (tfidf)
proves,-1.1374716467826755,word (tfidf)
provide,0.480275666373768,word (tfidf)
provides,1.782442113705553,word (tfidf)
pruitt,-0.3142706802367119,word (tfidf)
public,-0.012985455481031942,word (tfidf)
puerto,-0.8681175522709621,word (tfidf)
puerto rico,-0.14126452989725793,word (tfidf)
pull,0.5365837959300416,word (tfidf)
pulled,0.8598003009872052,word (tfidf)
pulling,0.899485478180162,word (tfidf)
pulls,1.0996681291680104,word (tfidf)
puppy,0.031334171028943814,word (tfidf)
purchase,1.7108608822489988,word (tfidf)
purchases,1.7137174921933145,word (tfidf)
push,-1.107378226393566,word (tfidf)
pushes,0.4969618564548891,word (tfidf)
putin,0.3879591887362246,word (tfidf)
puts,1.0792422455110189,word (tfidf)
putting,1.9345731093144523,word (tfidf)
qaeda,0.7926350172705461,word (tfidf)
quality,0.8392362882266395,word (tfidf)
queen,-0.6917354799267931,word (tfidf)
queen elizabeth,1.8141080397914109,word (tfidf)
queer,-3.2641389510176464,word (tfidf)
question,0.21757182990519516,word (tfidf)
questions,-1.1807991321072713,word (tfidf)
quick,1.1696284342503795,word (tfidf)
quickly,2.4970131977263965,word (tfidf)
quiet,-0.2243321038033469,word (tfidf)
quietly,2.598324533046054,word (tfidf)
quit,-2.1744321453487414,word (tfidf)
quite,1.2960865542406335,word (tfidf)
race,-1.813804759822803,word (tfidf)
rachel,-0.37110721383458595,word (tfidf)
racial,0.4847493071830186,word (tfidf)
racism,-1.1527049915293917,word (tfidf)
racist,-0.6658363013640279,word (tfidf)
radio,-0.14460701549500532,word (tfidf)
raid,-0.24604333066178727,word (tfidf)
raise,-0.2489053774373284,word (tfidf)
raises,1.213726485612902,word (tfidf)
raising,-0.9584283435460582,word (tfidf)
rally,0.33288159011645396,word (tfidf)
rand,-1.0493809115899435,word (tfidf)
random,1.0459190691288196,word (tfidf)
rant,-0.35027271914068203,word (tfidf)
rape,-1.7777000028231913,word (tfidf)
rare,-0.13723977920129488,word (tfidf)
rate,-0.2508915804797697,word (tfidf)
rates,-0.10221730055346515,word (tfidf)
ray,0.42631251969956524,word (tfidf)
reach,0.3723167046840042,word (tfidf)
reaches,1.2511928752140604,word (tfidf)
reaction,-1.2785383675579325,word (tfidf)
read,-0.89770271809688,word (tfidf)
reading,0.5034872287368091,word (tfidf)
ready,0.8183242238629223,word (tfidf)
real,-0.9910543105536308,word (tfidf)
real life,0.1791813585807448,word (tfidf)
reality,-1.134526184352618,word (tfidf)
realize,1.052808379078624,word (tfidf)
realizes,2.7960545158451615,word (tfidf)
realizing,2.0680078895928857,word (tfidf)
really,0.7644865526534326,word (tfidf)
reason,-0.5583353415868891,word (tfidf)
reasons,-2.718142257420523,word (tfidf)
rebel,-0.10297968286967905,word (tfidf)
rebels,-0.8301267939322022,word (tfidf)
recall,1.453427392452156,word (tfidf)
recalls,1.9995294740952998,word (tfidf)
receive,0.5776366182150339,word (tfidf)
receives,0.9690912448395099,word (tfidf)
recent,1.1863960239824656,word (tfidf)
recipes,-2.317404770343919,word (tfidf)
recommend,2.033724774252227,word (tfidf)
recommends,2.630604799077388,word (tfidf)
record,-0.6696566989626515,word (tfidf)
records,-0.26735687014295495,word (tfidf)
recovery,-1.2507253726993923,word (tfidf)
red,-0.07163524396093555,word (tfidf)
red carpet,-1.2254995686671464,word (tfidf)
reduce,-0.06507455075869538,word (tfidf)
reform,-2.146130149305469,word (tfidf)
refugee,-0.9630266751647188,word (tfidf)
refugees,-2.0807426850890893,word (tfidf)
refuses,0.935906083278045,word (tfidf)
regret,0.5551382566291427,word (tfidf)
regrets,0.9344717272281654,word (tfidf)
regular,0.42161290504762006,word (tfidf)
regularly,1.6500548054596011,word (tfidf)
reilly,-0.6197954218317397,word (tfidf)
related,1.2642455079190067,word (tfidf)
relationship,1.137156813312387,word (tfidf)
relationships,-0.7731364870427637,word (tfidf)
release,0.030588399203993498,word (tfidf)
released,-0.5650052258736287,word (tfidf)
releases,1.6814026669438074,word (tfidf)
releases new,2.0563310399737427,word (tfidf)
relief,-0.3893782456468665,word (tfidf)
relieved,2.5712756328829287,word (tfidf)
religion,-0.5591464850069553,word (tfidf)
religious,-0.678143907340012,word (tfidf)
remain,0.09084667097973678,word (tfidf)
remaining,2.010272424757027,word (tfidf)
remains,-0.4088515513943384,word (tfidf)
remember,1.123292148873232,word (tfidf)
remembering,-1.809338052145144,word (tfidf)
remembers,-0.04895115994833437,word (tfidf)
remind,0.12319150928081811,word (tfidf)
reminder,0.8498785316806241,word (tfidf)
reminds,1.3992908303595613,word (tfidf)
remove,-0.1634015113478304,word (tfidf)
removes,1.8793441424947335,word (tfidf)
rep,-1.4528915581904782,word (tfidf)
repeal,-1.7095556988823646,word (tfidf)
repeatedly,2.0182751710835154,word (tfidf)
replace,-0.06951706015309415,word (tfidf)
report,5.6770045112065075,word (tfidf)
report americans,1.0181641441686797,word (tfidf)
report finds,0.4291196125156124,word (tfidf)
report majority,0.5294066054333776,word (tfidf)
reportedly,-2.2705316293969697,word (tfidf)
reporter,-0.7496716212831948,word (tfidf)
reporters,0.44078921467185345,word (tfidf)
reports,1.756434048284743,word (tfidf)
republican,-1.0616158754591805,word (tfidf)
republicans,-1.371815378696147,word (tfidf)
request,-0.07606657046811863,word (tfidf)
rescue,-2.1664929884100004,word (tfidf)
rescued,-1.6859995113307504,word (tfidf)
research,-1.2425935344245405,word (tfidf)
researchers,1.6986309389792056,word (tfidf)
residents,0.5651425591864275,word (tfidf)
resign,-1.180384645035974,word (tfidf)
resigns,0.045883422523738,word (tfidf)
resistance,-1.3618140947591455,word (tfidf)
respect,1.5207561930739726,word (tfidf)
respond,-0.15694394930137323,word (tfidf)
responds,-1.9915086761304872,word (tfidf)
response,-0.8612842892378876,word (tfidf)
responsible,-0.0598355052260158,word (tfidf)
rest,1.3108715353172682,word (tfidf)
restaurant,0.17555923131199103,word (tfidf)
results,0.5541962531600774,word (tfidf)
retirement,-0.7754926782698266,word (tfidf)
return,-0.304453078615612,word (tfidf)
returning,-0.8361625648604383,word (tfidf)
returns,1.8653118691132344,word (tfidf)
reunion,-0.8058102036607062,word (tfidf)
reveal,-0.5403440360841426,word (tfidf)
revealed,0.1306785304369858,word (tfidf)
reveals,0.404548370626547,word (tfidf)
review,-1.0656409169442513,word (tfidf)
revolution,-0.851394257541636,word (tfidf)
rex,0.666529688887354,word (tfidf)
rex tillerson,0.8633687782526225,word (tfidf)
rice,-0.07401803875658991,word (tfidf)
rich,0.09614947411000555,word (tfidf)
richard,0.5882147306115628,word (tfidf)
rick,0.42503990377901635,word (tfidf)
rico,-0.14126452989725793,word (tfidf)
ride,-0.08266294730836123,word (tfidf)
riding,0.5184159969201849,word (tfidf)
right,1.09532032514227,word (tfidf)
rights,-1.1356451838386692,word (tfidf)
ring,0.9250127460992656,word (tfidf)
rips,-1.4051746260126845,word (tfidf)
rise,-1.2720024227424895,word (tfidf)
rise need,-0.31082275086964495,word (tfidf)
rising,-1.099429735008943,word (tfidf)
risk,-1.1278486402869812,word (tfidf)
river,-0.28172793876269014,word (tfidf)
rnc,0.36296986383867014,word (tfidf)
road,-0.8365386751087526,word (tfidf)
robert,-0.40614454165690456,word (tfidf)
robert mueller,0.58459684885442,word (tfidf)
rock,0.5686592428794973,word (tfidf)
roger,0.8963699459187345,word (tfidf)
role,0.588115473454946,word (tfidf)
roll,0.36433151187443064,word (tfidf)
rolls,0.7837826869365084,word (tfidf)
romney,3.7518996609732342,word (tfidf)
room,2.217910815120666,word (tfidf)
roommate,1.9165776473989544,word (tfidf)
rose,-1.438009040173086,word (tfidf)
round,-0.1889359075473531,word (tfidf)
roundup,-1.613726313776054,word (tfidf)
routine,-0.04399210580221998,word (tfidf)
row,1.7451619493577157,word (tfidf)
roy,0.4072761796376965,word (tfidf)
roy moore,-0.0033136039351461507,word (tfidf)
royal,1.2471732866452427,word (tfidf)
rubio,-1.2205867933782768,word (tfidf)
rudy,-0.42203970045646094,word (tfidf)
rudy giuliani,-0.37006143407135944,word (tfidf)
ruin,-0.3666147391285026,word (tfidf)
rule,-0.11981339091430766,word (tfidf)
rules,-1.1388054927252245,word (tfidf)
ruling,-0.9014776195905575,word (tfidf)
run,-0.038723052159554794,word (tfidf)
running,0.6384495875318841,word (tfidf)
runs,1.0889448098259484,word (tfidf)
rush,0.5982715050331211,word (tfidf)
russia,-0.7133194803803695,word (tfidf)
russian,-0.7984188932376496,word (tfidf)
ryan,-0.1334979596211176,word (tfidf)
sad,0.9686109745703427,word (tfidf)
safe,0.5841387199535497,word (tfidf)
safety,-1.5910365806895623,word (tfidf)
said,-0.14040135444605592,word (tfidf)
sale,-0.15364829030570068,word (tfidf)
sales,0.3955467249684718,word (tfidf)
sam,-0.4118353560545892,word (tfidf)
samantha,-0.9525707122851429,word (tfidf)
san,-1.0653411958033443,word (tfidf)
sanders,-0.8702912382046288,word (tfidf)
sandwich,1.744913861328432,word (tfidf)
santa,-0.6679217281868993,word (tfidf)
sarah,-0.9536875670415179,word (tfidf)
saturday,-1.2018824136729782,word (tfidf)
saudi,0.48694840312105897,word (tfidf)
saudi arabia,0.2983526872449592,word (tfidf)
save,-1.4353424839931828,word (tfidf)
saved,0.31682334680908963,word (tfidf)
saves,0.5428011144183938,word (tfidf)
saving,0.20332184806663245,word (tfidf)
saw,0.5854167551589142,word (tfidf)
say,-1.1398989760633922,word (tfidf)
saying,-0.1443229531935854,word (tfidf)
says,-2.1378542143973016,word (tfidf)
says trump,0.2795154258859771,word (tfidf)
scalia,1.033668631249146,word (tfidf)
scandal,-0.5042843084956418,word (tfidf)
scene,0.18082754343920288,word (tfidf)
school,0.24977451607934045,word (tfidf)
schools,-1.3482968399439272,word (tfidf)
schumer,-0.9855620470700468,word (tfidf)
science,-0.6894117177937282,word (tfidf)
scientist,0.06348559683301785,word (tfidf)
scientists,2.113198477517701,word (tfidf)
scores,0.13590063621264778,word (tfidf)
scott,-0.784418058288675,word (tfidf)
scott pruitt,-0.26594998792068897,word (tfidf)
screaming,1.7341412395809583,word (tfidf)
screen,-0.2246457448455823,word (tfidf)
sea,0.45298421957705315,word (tfidf)
sean,0.2141493420409389,word (tfidf)
sean spicer,-0.35282757895637146,word (tfidf)
search,-0.7252974856129938,word (tfidf)
searching,0.16889004622583104,word (tfidf)
season,-0.5472643885634889,word (tfidf)
seat,-0.7907152712764832,word (tfidf)
seattle,0.24813717020651768,word (tfidf)
seaworld,0.7274758829020963,word (tfidf)
second,0.6986693318893721,word (tfidf)
seconds,1.6654582245985854,word (tfidf)
secret,-1.2324899950811035,word (tfidf)
secret service,0.6035866323568571,word (tfidf)
secretary,2.4761031246074086,word (tfidf)
secretly,0.5636813413878772,word (tfidf)
secrets,-2.1902681780178708,word (tfidf)
section,2.031628573955423,word (tfidf)
security,-0.45441283128007226,word (tfidf)
seeing,0.9263334332420057,word (tfidf)
seek,-0.14292229052137137,word (tfidf)
seeking,0.3148904419874915,word (tfidf)
seeks,-0.7987444015450791,word (tfidf)
seen,1.4278190441400396,word (tfidf)
sees,-0.8269065886937423,word (tfidf)
self,2.165251663419927,word (tfidf)
sell,0.6369186193287099,word (tfidf)
selling,0.7540913387677957,word (tfidf)
sen,-0.8028632776937316,word (tfidf)
senate,0.1476363658457837,word (tfidf)
senator,1.7216276494741263,word (tfidf)
senators,0.42390978900021486,word (tfidf)
send,-1.0572060290608638,word (tfidf)
sending,0.18389619703219653,word (tfidf)
sends,0.37354362955154996,word (tfidf)
senior,0.8031313580642526,word (tfidf)
sense,0.26878996749996387,word (tfidf)
sent,0.09163205629784799,word (tfidf)
sentence,-0.5028314013326767,word (tfidf)
sentenced,-1.080284714570226,word (tfidf)
serial,-0.7321673337940998,word (tfidf)
series,-2.124339257540905,word (tfidf)
seriously,0.7224532467339464,word (tfidf)
service,0.9011725302745104,word (tfidf)
services,0.22781182257905136,word (tfidf)
sessions,-0.2813684598710225,word (tfidf)
set,-0.0775937710849994,word (tfidf)
seth,-1.0318789438432105,word (tfidf)
seth meyers,-0.9084555348590155,word (tfidf)
sets,-0.10600265480668354,word (tfidf)
setting,-1.4657243355546918,word (tfidf)
sex,-0.7069680528737364,word (tfidf)
sexist,-0.8486227617684191,word (tfidf)
sexual,-0.49893228580714627,word (tfidf)
sexual assault,-1.3293775054353578,word (tfidf)
sexual harassment,0.8783380316514483,word (tfidf)
sexual misconduct,-1.1700063814621544,word (tfidf)
sexually,0.7006195549732985,word (tfidf)
sexy,-0.0629187627285676,word (tfidf)
shake,0.34154080335498166,word (tfidf)
shame,-1.0873684542691986,word (tfidf)
shape,0.08339440403394321,word (tfidf)
shaped,-0.06333750026023882,word (tfidf)
share,-2.647225614938745,word (tfidf)
shares,-1.6531934061663562,word (tfidf)
shark,-0.4214736686738316,word (tfidf)
shelter,-1.3339647273694746,word (tfidf)
shift,1.5003344131003291,word (tfidf)
ship,-0.09308976335491581,word (tfidf)
shirt,1.8588708459931345,word (tfidf)
shit,4.029897152073354,word (tfidf)
shitty,2.3625664149178798,word (tfidf)
shocked,1.6373849790468773,word (tfidf)
shoes,0.6596849470149813,word (tfidf)
shoot,0.5329129235009687,word (tfidf)
shooter,-0.7691235232270769,word (tfidf)
shooting,-1.5041809033595055,word (tfidf)
shootings,-0.9362127485374643,word (tfidf)
shoots,0.34468548216732786,word (tfidf)
shop,2.020697653887359,word (tfidf)
shopping,0.17909039106801308,word (tfidf)
short,-0.16682751707972576,word (tfidf)
shot,-0.5221524674396804,word (tfidf)
shower,1.0543583760153168,word (tfidf)
showing,1.3989812894325857,word (tfidf)
shows,-1.8000250074082196,word (tfidf)
shut,0.7473424009298727,word (tfidf)
shutdown,-0.8873165940888641,word (tfidf)
sick,0.7196403452870412,word (tfidf)
sight,1.3515453026136395,word (tfidf)
sign,-0.014510319488407523,word (tfidf)
signs,0.22415271903687775,word (tfidf)
silence,-1.0936313334782801,word (tfidf)
silver,0.2536718458340392,word (tfidf)
simple,-1.4800267978700314,word (tfidf)
sing,-0.8452995038061015,word (tfidf)
singer,-0.18268761311694487,word (tfidf)
singing,-2.077422707553462,word (tfidf)
single,1.1253207652988757,word (tfidf)
sister,1.1020252670273494,word (tfidf)
sit,1.6841947446231977,word (tfidf)
site,0.056518146758149285,word (tfidf)
sitting,1.1721196096694777,word (tfidf)
situation,1.436864899066686,word (tfidf)
sixth,0.8085119110610052,word (tfidf)
size,0.37426504145131084,word (tfidf)
skills,-0.4313764117129053,word (tfidf)
skin,0.4140017212282913,word (tfidf)
slams,-2.488588155970664,word (tfidf)
sleep,-1.0069264169984227,word (tfidf)
sleeping,0.6939297840153457,word (tfidf)
slightly,1.664937618088363,word (tfidf)
slow,0.531216456026918,word (tfidf)
slowly,2.873072207249415,word (tfidf)
small,0.571682088185683,word (tfidf)
smart,-1.2620742492013015,word (tfidf)
smiling,0.6315121219410571,word (tfidf)
smith,-1.3642029594615568,word (tfidf)
sniper,0.8069615183147864,word (tfidf)
snl,-2.1040523583008457,word (tfidf)
snow,-0.8617655813547512,word (tfidf)
soccer,-1.3029859611325465,word (tfidf)
social,-0.8397556968352666,word (tfidf)
social media,-0.9401177080681,word (tfidf)
society,0.9966789368950445,word (tfidf)
soda,-0.5945981609572281,word (tfidf)
solar,0.22681662487709153,word (tfidf)
sold,-0.8367907836592411,word (tfidf)
soldier,0.17169724651973875,word (tfidf)
solo,0.9679867931657733,word (tfidf)
solution,-0.8887935348316547,word (tfidf)
solve,1.463123682529156,word (tfidf)
son,0.2853223974372955,word (tfidf)
song,0.11373780363484344,word (tfidf)
songs,0.19545318772558878,word (tfidf)
soon,0.35349900600378836,word (tfidf)
sorry,0.2521125342733479,word (tfidf)
sort,2.0527916400892297,word (tfidf)
soul,-1.600380902898351,word (tfidf)
sound,0.3929465103636717,word (tfidf)
sounds,-0.6094943052393259,word (tfidf)
source,0.5249765849819951,word (tfidf)
sources,0.9226696618835165,word (tfidf)
south,-1.7208776347272736,word (tfidf)
south carolina,0.8368177804359315,word (tfidf)
space,1.2788516265638303,word (tfidf)
speak,0.6632466089620574,word (tfidf)
speaker,0.17524903551057064,word (tfidf)
speaking,0.03979854940303007,word (tfidf)
speaks,-1.0003285973303462,word (tfidf)
spears,-0.04778645406469328,word (tfidf)
special,-0.3606500400082713,word (tfidf)
species,0.8920560875629024,word (tfidf)
speech,1.452280094342842,word (tfidf)
speed,1.0232280979540365,word (tfidf)
spend,0.510739980003381,word (tfidf)
spending,-1.3962648390377663,word (tfidf)
spends,2.5076173986876746,word (tfidf)
spent,1.6245146813098188,word (tfidf)
spicer,-0.4350704000365877,word (tfidf)
spider,-0.05852336859091507,word (tfidf)
spirit,0.32243994426539907,word (tfidf)
split,-0.3454037743419444,word (tfidf)
spoof,-1.31432208069164,word (tfidf)
sports,-0.24160653475178867,word (tfidf)
spot,-0.2873575265286219,word (tfidf)
spotted,0.31950084232190945,word (tfidf)
spring,-0.7289031249980462,word (tfidf)
st,1.7966019883813047,word (tfidf)
st louis,0.0413480540597725,word (tfidf)
stadium,1.1132408403477503,word (tfidf)
staff,1.1179425704151071,word (tfidf)
staffers,-1.139930671889012,word (tfidf)
stage,0.20930738108405045,word (tfidf)
stance,0.9920739630558211,word (tfidf)
stand,-0.7974261949922051,word (tfidf)
standing,0.43568876853626853,word (tfidf)
stands,-0.3202412601175089,word (tfidf)
star,-1.5607127111496093,word (tfidf)
star wars,-0.5920475269731238,word (tfidf)
starbucks,-0.07624087983300533,word (tfidf)
stares,2.391523963978681,word (tfidf)
stars,-0.8825792445662672,word (tfidf)
start,0.1405253011792249,word (tfidf)
started,0.7672985166927909,word (tfidf)
starting,1.2760191969485726,word (tfidf)
starts,0.2973419731079011,word (tfidf)
state,0.16869110034134674,word (tfidf)
state department,-0.7943764924028707,word (tfidf)
state union,1.1252363204877671,word (tfidf)
statement,0.25076862408537476,word (tfidf)
states,-1.5335828729626768,word (tfidf)
station,0.7620765905595828,word (tfidf)
statue,1.7288430904596164,word (tfidf)
status,1.0673947576393157,word (tfidf)
stay,-0.6058221989469821,word (tfidf)
staying,0.5830614369920738,word (tfidf)
stays,0.1871337474126089,word (tfidf)
step,-0.44184282106370243,word (tfidf)
stephen,0.2305466383885796,word (tfidf)
stephen colbert,-1.2458880321934207,word (tfidf)
steps,-0.9899348928685456,word (tfidf)
steve,0.07761898680905209,word (tfidf)
steve bannon,-0.49097913848415076,word (tfidf)
steven,-0.7934178960268032,word (tfidf)
stewart,-0.8114817276626775,word (tfidf)
stick,1.3315709702875664,word (tfidf)
stock,1.6128542789659788,word (tfidf)
stolen,0.372855464565771,word (tfidf)
stone,0.11029301540649218,word (tfidf)
stop,-1.2317094209849249,word (tfidf)
stops,-0.5723941655803133,word (tfidf)
store,1.6563883119228338,word (tfidf)
stories,-0.8045262176965682,word (tfidf)
storm,-0.9366188783371562,word (tfidf)
story,-0.8523635627928228,word (tfidf)
straight,2.1550100537314036,word (tfidf)
strange,-0.8118891726925057,word (tfidf)
stranger,-0.7564351107356289,word (tfidf)
strangers,-0.3759158181529417,word (tfidf)
strategy,-1.6728500571935654,word (tfidf)
street,0.9857761777179577,word (tfidf)
streets,0.7900245660889976,word (tfidf)
strength,-0.046866563845595656,word (tfidf)
stress,-1.9141967771408532,word (tfidf)
strike,0.05696871965225679,word (tfidf)
strikes,-0.7522199807510821,word (tfidf)
strip,1.25345249855849,word (tfidf)
strong,0.8722471487517977,word (tfidf)
struggle,0.1580884923261909,word (tfidf)
struggling,2.455182695819961,word (tfidf)
stuck,1.1629151934385005,word (tfidf)
student,0.2063409416295987,word (tfidf)
students,-0.8631107643582646,word (tfidf)
studio,1.5320270156806404,word (tfidf)
study,3.792453374447825,word (tfidf)
study finds,1.8943025580734532,word (tfidf)
stuff,0.8507691828354261,word (tfidf)
stuffed,0.2371977114603915,word (tfidf)
stunning,-1.6327701566029078,word (tfidf)
stupid,1.1519785895880497,word (tfidf)
style,-0.5890883927781992,word (tfidf)
subway,1.5092142796036712,word (tfidf)
success,-0.999176933941284,word (tfidf)
successful,1.496197585114483,word (tfidf)
suddenly,0.6939229057166567,word (tfidf)
sue,-0.5648748663524991,word (tfidf)
sues,-1.4322796485098437,word (tfidf)
suggests,-0.23781701099313682,word (tfidf)
suicide,0.14380002238734585,word (tfidf)
suit,0.4724339519639529,word (tfidf)
summer,-1.006185716416425,word (tfidf)
summit,0.5394243636213355,word (tfidf)
sun,1.0145478090158788,word (tfidf)
sunday,-1.7494495009134634,word (tfidf)
super,-0.5046948308192646,word (tfidf)
super bowl,-1.4087009053104818,word (tfidf)
super pac,-0.9672515999204875,word (tfidf)
support,-0.6454478090959694,word (tfidf)
supporters,0.1670116040550081,word (tfidf)
supporting,-0.558244984545521,word (tfidf)
supreme,0.5947422577948634,word (tfidf)
supreme court,0.7756566099474821,word (tfidf)
sure,1.9888686437789524,word (tfidf)
surge,-0.33881581963249296,word (tfidf)
surgeon,0.9582856698066383,word (tfidf)
surgery,-0.10185738341960396,word (tfidf)
surprise,-0.6908203030972612,word (tfidf)
surprised,1.396569405520258,word (tfidf)
surprising,-2.026703003338169,word (tfidf)
surveillance,-0.690631658439944,word (tfidf)
survive,-0.7786785122781965,word (tfidf)
survivor,-0.8357590696018216,word (tfidf)
survivors,-0.6699713964684875,word (tfidf)
suspect,-0.48743854477729404,word (tfidf)
suspects,0.6201846415089719,word (tfidf)
suspended,-1.9008051573183338,word (tfidf)
sweet,-1.75207581336633,word (tfidf)
swift,-0.18047525428826636,word (tfidf)
syria,-0.9259274538932768,word (tfidf)
syrian,-1.9840058660015172,word (tfidf)
table,0.9941599653292794,word (tfidf)
taco,0.28281697764442665,word (tfidf)
taco bell,0.43577310440883643,word (tfidf)
taken,1.7132129849504245,word (tfidf)
takes,-0.1979128495576646,word (tfidf)
taking,-0.3627294022235001,word (tfidf)
tale,-1.518919754964718,word (tfidf)
taliban,0.9462048681944211,word (tfidf)
talk,-0.7343103614197749,word (tfidf)
talking,-0.1904639536756895,word (tfidf)
talks,-1.9156462905698761,word (tfidf)
tall,0.6694102995112947,word (tfidf)
tank,1.3682721027232652,word (tfidf)
tape,0.6747163618294569,word (tfidf)
target,0.3471319228200124,word (tfidf)
targets,-0.3946596367817549,word (tfidf)
taste,0.21547081196154663,word (tfidf)
tattoo,0.15513005899444002,word (tfidf)
taught,-1.7794931092072475,word (tfidf)
tax,-1.8475244722629391,word (tfidf)
tax plan,0.47198807500128276,word (tfidf)
taxes,0.32301269875104466,word (tfidf)
taylor,0.3048605521009,word (tfidf)
taylor swift,-0.5862129104815103,word (tfidf)
tea,-0.21291613108035137,word (tfidf)
teach,-0.8847487690770424,word (tfidf)
teacher,0.9779073014091477,word (tfidf)
teachers,-2.009211802809164,word (tfidf)
teaches,-0.15567637627477118,word (tfidf)
team,0.1526617070258012,word (tfidf)
tears,-1.2163448173954632,word (tfidf)
tech,-1.7564058232744797,word (tfidf)
technology,-0.9361610616459095,word (tfidf)
ted,0.6165488899012519,word (tfidf)
ted cruz,-0.26518411845568685,word (tfidf)
teen,0.7791342158086701,word (tfidf)
teenage,-0.05979090191962372,word (tfidf)
teens,1.0961957386178933,word (tfidf)
teeth,0.9066637773753682,word (tfidf)
teigen,-1.39491199406571,word (tfidf)
television,0.6484874866699728,word (tfidf)
tell,0.6783502109428482,word (tfidf)
telling,0.07172214256622028,word (tfidf)
tells,0.36547035152955354,word (tfidf)
term,-0.07978844466789795,word (tfidf)
terrible,-0.4043497953870736,word (tfidf)
terrified,2.0260782980390237,word (tfidf)
terrifying,-1.108401393594189,word (tfidf)
terror,-0.5609868375580935,word (tfidf)
terrorism,-0.2443962866703773,word (tfidf)
terrorist,-0.023521368146176603,word (tfidf)
test,-0.7632184377063838,word (tfidf)
testimony,0.6502532572352102,word (tfidf)
testing,0.07376635357439044,word (tfidf)
tests,0.15648049955560395,word (tfidf)
texas,-0.9483616092332742,word (tfidf)
text,-0.6130612826036637,word (tfidf)
thank,-1.1319673843854898,word (tfidf)
thankful,1.0807951717431272,word (tfidf)
thanks,-1.2677464432392562,word (tfidf)
thanksgiving,-0.811599062722749,word (tfidf)
theater,-0.5176300231205387,word (tfidf)
theme,0.9550216345072868,word (tfidf)
themed,-0.18653382313625771,word (tfidf)
theory,0.1709620061944408,word (tfidf)
therapist,0.9397492750225753,word (tfidf)
therapy,-0.8058611979007587,word (tfidf)
thing,-0.292658816201071,word (tfidf)
things,-2.5451185863845023,word (tfidf)
think,0.25471554390906176,word (tfidf)
thinking,0.720344781973123,word (tfidf)
thinks,1.5858087083670596,word (tfidf)
thomas,0.14334906257972732,word (tfidf)
thought,1.264903528792232,word (tfidf)
thoughts,-1.1828119875014143,word (tfidf)
